{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.041966085712186185 + 0.*I, 0.873188142640191 + 0.*I, 0.8730333853138151 + 0.*I, 0.041650064700804464 + 0.*I, 0.00046845577019727363 + 0.*I, 2.316136193947216*^-6 + 0.*I, 6.41660058420257*^-9 + 0.*I, 1.0791367799356522*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 8.739675649849234*^-11 + 0.*I, 8.646394711320227*^-9 + 0.*I, 2.775314200675894*^-7 + 0.*I, 4.3676460087516134*^-7 + 0.*I, 1.4810439541435017*^-7 + 0.*I, 2.3856028263935514*^-9 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.04583552451740136 + 0.*I, 0.8613767767237991 + 0.*I, 0.8611910783021814 + 0.*I, 0.04545593986240438 + 0.*I, 0.0005622203159916239 + 0.*I, 3.053448582868157*^-6 + 0.*I, 9.288592117684402*^-9 + 0.*I, 1.7186252421197423*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.2660983372825285*^-10 + 0.*I, 1.1381207087879376*^-8 + 0.*I, 3.312660146193025*^-7 + 0.*I, 5.227018082254453*^-7 + 0.*I, 1.767747948022702*^-7 + 0.*I, 3.1401992117707778*^-9 + 0.*I, 1.7408297026122458*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.04984378486780905 + 0.*I, 0.8491182497832205 + 0.*I, 0.8488973003671908 + 0.*I, 0.04939166587580869 + 0.*I, 0.0006690798262098953 + 0.*I, 3.975321405391697*^-6 + 0.*I, 1.322439935336206*^-8 + 0.*I, 2.680078381445128*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.8021140135715544*^-10 + 0.*I, 1.479301126039445*^-8 + 0.*I, 3.919663926765793*^-7 + 0.*I, 6.201994015575529*^-7 + 0.*I, 2.0916000043058602*^-7 + 0.*I, 4.0814018831270005*^-9 + 0.*I, 2.4802382370126*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.053985578317217175 + 0.*I, 0.8364257321697989 + 0.*I, 0.8361648702135849 + 0.*I, 0.05345119321140679 + 0.*I, 0.0007901120283815288 + 0.*I, 5.116439805163964*^-6 + 0.*I, 1.8543389046499215*^-8 + 0.*I, 4.158895450245836*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 2.997602166487923*^-12 + 0.*I, 2.517985819849855*^-10 + 0.*I, 1.9006196616544457*^-8 + 0.*I, 4.6007779808121546*^-7 + 0.*I, 7.301041993201807*^-7 + 0.*I, 2.454970005061341*^-7 + 0.*I, 5.243205869476242*^-9 + 0.*I, 3.4217073618947325*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.05825545097981611 + 0.*I, 0.8233128145443969 + 0.*I, 0.823007019827604 + 0.*I, 0.05762828566318046 + 0.*I, 0.000926418335200907 + 0.*I, 6.51598579537449*^-6 + 0.*I, 2.5640001233284693*^-8 + 0.*I, 6.319389456166391*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.4738878440521153*^-10 + 0.*I, 2.416080668865561*^-8 + 0.*I, 5.360311972069099*^-7 + 0.*I, 8.532613976486304*^-7 + 0.*I, 2.8601561119501184*^-7 + 0.*I, 6.664602203443337*^-9 + 0.*I, 4.68070027181966*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.06264779194158354 + 0.*I, 0.8097934879331969 + 0.*I, 0.8094373755887841 + 0.*I, 0.061916530247807536 + 0.*I, 0.0010791209728022721 + 0.*I, 8.217963998191635*^-6 + 0.*I, 3.499740497403537*^-8 + 0.*I, 9.379164112033324*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 4.735989378445993*^-10 + 0.*I, 3.0413604967804986*^-8 + 0.*I, 6.202397928589676*^-7 + 0.*I, 9.90510201637207*^-7 + 0.*I, 3.309353902025691*^-7 + 0.*I, 8.388600925002265*^-9 + 0.*I, 6.359357485052897*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.067156841898397 + 0.*I, 0.7958821232652015 + 0.*I, 0.7954699388782016 + 0.*I, 0.06630934736160388 + 0.*I, 0.0012493600399787752 + 0.*I, 0.000010271532802086371 + 0.*I, 4.720219770604217*^-8 + 0.*I, 1.368016810943118*^-10 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 6.994405055138486*^-12 + 0.*I, 6.38200603475525*^-10 + 0.*I, 3.7938407970727894*^-8 + 0.*I, 7.130943835420567*^-7 + 0.*I, 1.1426799978453417*^-6 + 0.*I, 3.804646153682257*^-7 + 0.*I, 1.0463585553566192*^-8 + 0.*I, 8.539835505416705*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.07177670199738363 + 0.*I, 0.7815934504194156 + 0.*I, 0.7811190662349922 + 0.*I, 0.07080000116859164 + 0.*I, 0.0014382905116017144 + 0.*I, 0.000012731331611171017 + 0.*I, 6.296179133613579*^-8 + 0.*I, 1.971978136339203*^-10 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.192646643896296*^-12 + 0.*I, 8.497869075085874*^-10 + 0.*I, 4.6926396102264796*^-8 + 0.*I, 8.149592112260963*^-7 + 0.*I, 1.310585198699421*^-6 + 0.*I, 4.347961990447402*^-7 + 0.*I, 1.2941003824096242*^-8 + 0.*I, 1.1319833959078096*^-10 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.07650134287300325 + 0.*I, 0.7669425368231897 + 0.*I, 0.7663994490819892 + 0.*I, 0.07538161020401724 + 0.*I, 0.0016470791875944357 + 0.*I, 0.00001565781058143756 + 0.*I, 8.312059929238558*^-8 + 0.*I, 2.799982468104645*^-10 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1206147121356482*^-9 + 0.*I, 5.7589000235225285*^-8 + 0.*I, 9.261705846697056*^-7 + 0.*I, 1.4950204102470723*^-6 + 0.*I, 4.941087983212356*^-7 + 0.*I, 1.5880408099633314*^-8 + 0.*I, 1.48991929904696*^-10 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.08132461385379487 + 0.*I, 0.7519447656372025 + 0.*I, 0.751326093065785 + 0.*I, 0.08004715817839793 + 0.*I, 0.0018769016009834163 + 0.*I, 0.00001911755778127855 + 0.*I, 1.0868279609610454*^-7 + 0.*I, 3.9239722582351533*^-10 + 0.*I, 5.995204332975846*^-13 + 0.*I, 1.6786572132332367*^-11 + 0.*I, 1.4638068535077764*^-9 + 0.*I, 7.015699132750797*^-8 + 0.*I, 1.0470291966768741*^-6 + 0.*I, 1.696756790625642*^-6 + 0.*I, 5.585623963355603*^-7 + 0.*I, 1.9344392754305773*^-8 + 0.*I, 1.9420021146743238*^-10 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.08624025232939482 + 0.*I, 0.7366158135698077 + 0.*I, 0.7359142970460031 + 0.*I, 0.084789504955185 + 0.*I, 0.002128938884382592 + 0.*I, 0.000023183622999134457 + 0.*I, 1.4083338939485657*^-7 + 0.*I, 5.437872374614017*^-10 + 0.*I, 3.996802888650564*^-13 + 0.*I, 2.260414078136819*^-11 + 0.*I, 1.894795431667262*^-9 + 0.*I, 8.488141300944109*^-8 + 0.*I, 1.1777989916694764*^-6 + 0.*I, 1.9165367959317336*^-6 + 0.*I, 6.282963926906859*^-7 + 0.*I, 2.3402590976218107*^-8 + 0.*I, 2.509992214072554*^-10 + 0.*I, 2.8199664825478976*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.09124189326099598 + 0.*I, 0.7209716283564039 + 0.*I, 0.7201796317674036 + 0.*I, 0.08960139768439127 + 0.*I, 0.002404374606213011 + 0.*I, 0.00002793583759874707 + 0.*I, 1.8096220077978842*^-7 + 0.*I, 7.456035788777626*^-10 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 2.432010148822883*^-9 + 0.*I, 1.0203440314882074*^-7 + 0.*I, 1.3187031910888436*^-6 + 0.*I, 2.155069192544268*^-6 + 0.*I, 7.034287818896701*^-7 + 0.*I, 2.81294099124807*^-8 + 0.*I, 3.2160940577341535*^-10 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.09632307881439761 + 0.*I, 0.7050284059451961 + 0.*I, 0.7041379182583851 + 0.*I, 0.09447548207419666 + 0.*I, 0.002704391583008281 + 0.*I, 0.00003346112760205244 + 0.*I, 2.3069079979620713*^-7 + 0.*I, 1.0121903315507552*^-9 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 4.0389913635863195*^-11 + 0.*I, 3.0970115361128596*^-9 + 0.*I, 1.2191021525609358*^-7 + 0.*I, 1.4699194084144551*^-6 + 0.*I, 2.413026001235608*^-6 + 0.*I, 7.840528004621207*^-7 + 0.*I, 3.3605807026049206*^-8 + 0.*I, 4.087841176669827*^-10 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.1014772681023901 + 0.*I, 0.6888025674290033 + 0.*I, 0.6878052059868134 + 0.*I, 0.09940431377739589 + 0.*I, 0.003030168672402134 + 0.*I, 0.00003985381940019295 + 0.*I, 2.919008146307079*^-7 + 0.*I, 1.3608003612830544*^-9 + 0.*I, 2.797762022055395*^-12 + 0.*I, 5.3401727484470036*^-11 + 0.*I, 3.914601975907317*^-9 + 0.*I, 1.4482579580032964*^-7 + 0.*I, 1.6315768069929961*^-6 + 0.*I, 2.691036196655894*^-6 + 0.*I, 8.702367937374335*^-7 + 0.*I, 3.991920127788262*^-8 + 0.*I, 5.161870930692204*^-10 + 0.*I, 4.019007349143067*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.10669784701899944 + 0.*I, 0.6723107357658131 + 0.*I, 0.671197750821606 + 0.*I, 0.1043803698719925 + 0.*I, 0.003382877558411046 + 0.*I, 0.00004721593900303134 + 0.*I, 3.6676501835586356*^-7 + 0.*I, 1.8133938795017459*^-9 + 0.*I, 4.196643033083092*^-12 + 0.*I, 7.081002451059248*^-11 + 0.*I, 4.913802698069958*^-9 + 0.*I, 1.711204067333938*^-7 + 0.*I, 1.8037525917335984*^-6 + 0.*I, 2.9896823960928747*^-6 + 0.*I, 9.620199969972989*^-7 + 0.*I, 4.716278478866798*^-8 + 0.*I, 6.476152947243464*^-10 + 0.*I, 4.818367926873179*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.11197813814578517 + 0.*I, 0.6555697123235893 + 0.*I, 0.6543319928250081 + 0.*I, 0.10939606041859841 + 0.*I, 0.0037636795300111108 + 0.*I, 0.0000556574992094383 + 0.*I, 4.577812129369364*^-7 + 0.*I, 2.3961943540484754*^-9 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 9.319212068703564*^-11 + 0.*I, 6.126987805998851*^-9 + 0.*I, 2.011564026460633*^-7 + 0.*I, 1.9864684119852427*^-6 + 0.*I, 3.3094964047020174*^-6 + 0.*I, 1.0594127797247666*^-6 + 0.*I, 5.543641101724006*^-8 + 0.*I, 8.071987522839663*^-10 + 0.*I, 6.217248937900877*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.11731141071538166 + 0.*I, 0.6385964532964028 + 0.*I, 0.637224533926406 + 0.*I, 0.11444374007099078 + 0.*I, 0.0041737222663984505 + 0.*I, 0.00006529677620825682 + 0.*I, 5.678072012571534*^-7 + 0.*I, 3.1417979329262384*^-9 + 0.*I, 9.392486788328826*^-12 + 0.*I, 1.218136702618722*^-10 + 0.*I, 7.591416384400418*^-9 + 0.*I, 2.3531980808400021*^-7 + 0.*I, 2.1796857874178954*^-6 + 0.*I, 3.65095400300941*^-6 + 0.*I, 1.1623930040727262*^-6 + 0.*I, 6.484559555985926*^-8 + 0.*I, 9.998002425959387*^-10 + 0.*I, 7.793765632868599*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.12269089061678341 + 0.*I, 0.6214080460279937 + 0.*I, 0.6198921155081916 + 0.*I, 0.11951571971700047 + 0.*I, 0.004614136628200428 + 0.*I, 0.00007626057501042283 + 0.*I, 7.000996005146477*^-7 + 0.*I, 4.088795968471004*^-9 + 0.*I, 1.3411494137471893*^-11 + 0.*I, 1.5778489625972725*^-10 + 0.*I, 9.350009655406666*^-9 + 0.*I, 2.740197846407*^-7 + 0.*I, 2.3833057971600624*^-6 + 0.*I, 4.014472199109776*^-6 + 0.*I, 1.2709060026594443*^-6 + 0.*I, 7.550280400892007*^-8 + 0.*I, 1.2307932450994487*^-9 + 0.*I, 9.592326932761354*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.12810977041999297 + 0.*I, 0.6040216852848169 + 0.*I, 0.6023515959469928 + 0.*I, 0.12460427813638653 + 0.*I, 0.005086033469203777 + 0.*I, 0.00008868447820553627 + 0.*I, 8.583543875673173*^-7 + 0.*I, 5.283795623256538*^-9 + 0.*I, 1.8407497748285095*^-11 + 0.*I, 2.040145830051188*^-10 + 0.*I, 1.1451395387496177*^-8 + 0.*I, 3.176895857492923*^-7 + 0.*I, 2.597163395456903*^-6 + 0.*I, 4.400404796101043*^-6 + 0.*I, 1.3848624025314395*^-6 + 0.*I, 8.752760738417466*^-8 + 0.*I, 1.50739420945456*^-9 + 0.*I, 1.2390088954816747*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.13356121940499843 + 0.*I, 0.5864546495223834 + 0.*I, 0.5846199281432042 + 0.*I, 0.1297016736491852 + 0.*I, 0.005590500472596461 + 0.*I, 0.00010271308459319783 + 0.*I, 1.0467513966716524*^-6 + 0.*I, 6.783196226933797*^-9 + 0.*I, 2.560174294785611*^-11 + 0.*I, 2.609912286288818*^-10 + 0.*I, 1.3948597832325051*^-8 + 0.*I, 3.667846026900179*^-7 + 0.*I, 2.821024391863603*^-6 + 0.*I, 4.809037207342826*^-6 + 0.*I, 1.504135194174694*^-6 + 0.*I, 1.0104421743761807*^-7 + 0.*I, 1.8353984998498163*^-9 + 0.*I, 1.518785097687214*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.13903839358340167 + 0.*I, 0.5687242771776013 + 0.*I, 0.5667141370822028 + 0.*I, 0.13480015573439363 + 0.*I, 0.006128599014010306 + 0.*I, 0.00011850022600956579 + 0.*I, 1.269998417541274*^-6 + 0.*I, 8.652589755797635*^-9 + 0.*I, 3.519406988061746*^-11 + 0.*I, 3.3240077357277187*^-10 + 0.*I, 1.690341200344392*^-8 + 0.*I, 4.217852067611716*^-7 + 0.*I, 3.054585606676597*^-6 + 0.*I, 5.240584793897441*^-6 + 0.*I, 1.6285610193733646*^-6 + 0.*I, 1.1618459527795723*^-7 + 0.*I, 2.2235990826402485*^-9 + 0.*I, 1.900701818158268*^-11 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.14453444568380827 + 0.*I, 0.5508479430363922 + 0.*I, 0.5486512974621993 + 0.*I, 0.13989197660240205 + 0.*I, 0.006701361066596689 + 0.*I, 0.000136209171008872 + 0.*I, 1.5333813996321055*^-6 + 0.*I, 1.0970602204452007*^-8 + 0.*I, 4.760636329592671*^-11 + 0.*I, 4.2061909510948686*^-10 + 0.*I, 2.0384405274853637*^-8 + 0.*I, 4.831938182903173*^-7 + 0.*I, 3.297469408636289*^-6 + 0.*I, 5.6951873939059555*^-6 + 0.*I, 1.7579361966113538*^-6 + 0.*I, 1.330866084003901*^-7 + 0.*I, 2.6805890840364555*^-9 + 0.*I, 2.34035013590983*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
