{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.17287107093819643 + 0.*I, 0.3238359775630029 + 0.*I, 0.1397377556950019 + 0.*I, 0.17148797526140847 + 0.*I, 0.00807692960300699 + 0.*I, 0.11400654939219824 + 0.*I, 0.049239826637181856 + 0.*I, 0.01002215696899178 + 0.*I, 0.001241556954800771 + 0.*I, 0.00008943322020726897 + 0.*I, 2.206107785340805*^-6 + 0.*I, 0.00002274517039158042 + 0.*I, 2.693197398428993*^-6 + 0.*I, 2.6912968076331367*^-6 + 0.*I, 9.901172104420652*^-7 + 0.*I, 4.527334596104993*^-6 + 0.*I, 4.279759391323524*^-6 + 0.*I, 5.3551801881823735*^-6 + 0.*I, 1.8597485995641705*^-6 + 0.*I, 3.3791640596803063*^-7 + 0.*I, 3.894120581549032*^-8 + 0.*I, 3.1451952153815914*^-9 + 0.*I, 1.9080292901207943*^-10 + 0.*I, 1.0391687510491465*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.17637705126320458 + 0.*I, 0.32673546436141626 + 0.*I, 0.13984139524361172 + 0.*I, 0.1691157789809994 + 0.*I, 0.0035265574420018098 + 0.*I, 0.11394552795060965 + 0.*I, 0.05031778550839139 + 0.*I, 0.010400662251197625 + 0.*I, 0.0013058822474043552 + 0.*I, 0.00009599238881552451 + 0.*I, 3.281032001645201*^-6 + 0.*I, 0.00002339993419031572 + 0.*I, 2.39199759999309*^-6 + 0.*I, 2.8428330134389057*^-6 + 0.*I, 1.10038700373849*^-6 + 0.*I, 4.674307008123435*^-6 + 0.*I, 4.205486603403585*^-6 + 0.*I, 5.494537202999083*^-6 + 0.*I, 1.943459815301196*^-6 + 0.*I, 3.5825900024377693*^-7 + 0.*I, 4.1822989516049354*^-8 + 0.*I, 3.4191982578590796*^-9 + 0.*I, 2.098099471936621*^-10 + 0.*I, 1.1590728377086636*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.1797205425098092 + 0.*I, 0.3293255169378062 + 0.*I, 0.13968426648858223 + 0.*I, 0.1665765369730066 + 0.*I, 0.001026499278000692 + 0.*I, 0.11381695616941023 + 0.*I, 0.05139936148881308 + 0.*I, 0.010789323197402112 + 0.*I, 0.001372974603008892 + 0.*I, 0.00010295487780087599 + 0.*I, 4.428329614114546*^-6 + 0.*I, 0.00002405146759532073 + 0.*I, 2.0853762050521145*^-6 + 0.*I, 2.9981361837627674*^-6 + 0.*I, 1.212182398901973*^-6 + 0.*I, 4.8183383949407235*^-6 + 0.*I, 4.123857189064495*^-6 + 0.*I, 5.634411803789875*^-6 + 0.*I, 2.029971990502588*^-6 + 0.*I, 3.7964100751963775*^-7 + 0.*I, 4.4893999628925485*^-8 + 0.*I, 3.7150060805402063*^-9 + 0.*I, 2.3059332221464501*^-10 + 0.*I, 1.2390088954816747*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.1829007392450066 + 0.*I, 0.33160584061078247 + 0.*I, 0.13926860045798684 + 0.*I, 0.1638747260812146 + 0.*I, 0.005578053729582422 + 0.*I, 0.11361992651419685 + 0.*I, 0.05248381658640167 + 0.*I, 0.011188241795800915 + 0.*I, 0.0014429241518065796 + 0.*I, 0.00011034107960661288 + 0.*I, 5.651144197038605*^-6 + 0.*I, 0.0000246989496188732 + 0.*I, 1.7738714053194826*^-6 + 0.*I, 3.1570935865588012*^-6 + 0.*I, 1.3253822039871468*^-6 + 0.*I, 4.9591251993774685*^-6 + 0.*I, 4.034756395654427*^-6 + 0.*I, 5.774653000223396*^-6 + 0.*I, 2.119331399264013*^-6 + 0.*I, 4.0210459406608834*^-7 + 0.*I, 4.81662043583242*^-8 + 0.*I, 4.03419520011994*^-9 + 0.*I, 2.531974629960132*^-10 + 0.*I, 1.3788969965844446*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I}
{0.18591699463981207 + 0.*I, 0.33357650426719676 + 0.*I, 0.13859696424620704 + 0.*I, 0.1610149937830041 + 0.*I, 0.010123909919590446 + 0.*I, 0.11335358653801199 + 0.*I, 0.053570391533996904 + 0.*I, 0.011597514050798454 + 0.*I, 0.0015158226343903183 + 0.*I, 0.0001181721855925133 + 0.*I, 6.952727615860965*^-6 + 0.*I, 0.0000253415556095149 + 0.*I, 1.4580451956902607*^-6 + 0.*I, 3.3195817872311295*^-6 + 0.*I, 1.4398604086807156*^-6 + 0.*I, 5.0963650188862175*^-6 + 0.*I, 3.938075598952651*^-6 + 0.*I, 5.915102008202666*^-6 + 0.*I, 2.211581984212785*^-6 + 0.*I, 4.2569239244727447*^-7 + 0.*I, 5.16502174363609*^-8 + 0.*I, 4.37838654221423*^-9 + 0.*I, 2.779998453661392*^-10 + 0.*I, 1.5210055437364645*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I}
{0.18876881965799175 + 0.*I, 0.3352379367151937 + 0.*I, 0.13767225435159516 + 0.*I, 0.15800215102979023 + 0.*I, 0.014659867674593485 + 0.*I, 0.11301714049578584 + 0.*I, 0.05465830614339585 + 0.*I, 0.012017229679583965 + 0.*I, 0.0015917633717998925 + 0.*I, 0.00012647020759537497 + 0.*I, 8.33644420161761*^-6 + 0.*I, 0.000025978459405884287 + 0.*I, 1.1384859943674999*^-6 + 0.*I, 3.4854674035855737*^-6 + 0.*I, 1.5554904031489514*^-6 + 0.*I, 5.229753008428872*^-6 + 0.*I, 3.83371618895012*^-6 + 0.*I, 6.055594803378029*^-6 + 0.*I, 2.3067662002773663*^-6 + 0.*I, 4.5044898921986487*^-7 + 0.*I, 5.535800706724103*^-8 + 0.*I, 4.748801352150168*^-9 + 0.*I, 3.04600789036158*^-10 + 0.*I, 1.6808776592824873*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I}
{0.191455882075009 + 0.*I, 0.33659092263238494 + 0.*I, 0.13649768963199807 + 0.*I, 0.15484116490860345 + 0.*I, 0.019181727636796708 + 0.*I, 0.1126098509032003 + 0.*I, 0.055746759690400445 + 0.*I, 0.012447471799981182 + 0.*I, 0.0016708412345911585 + 0.*I, 0.00013525799620328627 + 0.*I, 9.805774414672896*^-6 + 0.*I, 0.000026608836201091893 + 0.*I, 8.15806799892016*^-7 + 0.*I, 3.6546073944876416*^-6 + 0.*I, 1.672143179476393*^-6 + 0.*I, 5.358985011305607*^-6 + 0.*I, 3.7215887926933533*^-6 + 0.*I, 6.1959607888795185*^-6 + 0.*I, 2.404925414367654*^-6 + 0.*I, 4.76419392825278*^-7 + 0.*I, 5.930198554437993*^-8 + 0.*I, 5.147993142884389*^-9 + 0.*I, 3.3379965458379957*^-10 + 0.*I, 1.800781745942004*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I}
{0.19397800533840218 + 0.*I, 0.3376365981184071 + 0.*I, 0.13507680388760157 + 0.*I, 0.1515371511300101 + 0.*I, 0.023685296259401415 + 0.*I, 0.1121310400381992 + 0.*I, 0.0568349313319949 + 0.*I, 0.012888316623005382 + 0.*I, 0.0017531526047998016 + 0.*I, 0.00014455926320433576 + 0.*I, 0.000011364320817719431 + 0.*I, 0.000027231865584731455 + 0.*I, 4.906462125475741*^-7 + 0.*I, 3.826848793409*^-6 + 0.*I, 1.789687997799661*^-6 + 0.*I, 5.48375680420321*^-6 + 0.*I, 3.601614007031628*^-6 + 0.*I, 6.33602301736147*^-6 + 0.*I, 2.506098395471668*^-6 + 0.*I, 5.036510097866653*^-7 + 0.*I, 6.349558656637556*^-8 + 0.*I, 5.5782045649266365*^-9 + 0.*I, 3.657962821534967*^-10 + 0.*I, 2.020605904817785*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.1963351672596092 + 0.*I, 0.33837644586380833 + 0.*I, 0.13341343808659367 + 0.*I, 0.14809536636160028 + 0.*I, 0.028166390801187546 + 0.*I, 0.11158009138119153 + 0.*I, 0.05792198055578624 + 0.*I, 0.013339833139203172 + 0.*I, 0.001838795337993915 + 0.*I, 0.00015439859779586842 + 0.*I, 0.000013015809208205553 + 0.*I, 0.000027846731387448646 + 0.*I, 1.6366419330893225*^-7 + 0.*I, 4.002028197724884*^-6 + 0.*I, 1.907992608352061*^-6 + 0.*I, 5.603766184414383*^-6 + 0.*I, 3.4737206000556857*^-6 + 0.*I, 6.475597991162374*^-6 + 0.*I, 2.610321003793103*^-6 + 0.*I, 5.321904028576796*^-7 + 0.*I, 6.795140006232714*^-8 + 0.*I, 6.040790090366955*^-9 + 0.*I, 4.0061287620574154*^-10 + 0.*I, 2.2004620348070603*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.19852749855018278 + 0.*I, 0.33881228993979384 + 0.*I, 0.1315117322482129 + 0.*I, 0.14452120040679972 + 0.*I, 0.03262084430339929 + 0.*I, 0.1109564509980121 + 0.*I, 0.05900704766539367 + 0.*I, 0.013802082809188933 + 0.*I, 0.0019278687189983048 + 0.*I, 0.000164801491009392 + 0.*I, 0.00001476409681178126 + 0.*I, 0.000028452626987807147 + 0.*I, 1.6445260708763954*^-7 + 0.*I, 4.1799726124835965*^-6 + 0.*I, 2.0269230072145206*^-6 + 0.*I, 5.7187121926816076*^-6 + 0.*I, 3.3378497965586003*^-6 + 0.*I, 6.614496994572505*^-6 + 0.*I, 2.717628211357237*^-6 + 0.*I, 5.620865994870883*^-7 + 0.*I, 7.268459167875108*^-8 + 0.*I, 6.538014574175577*^-9 + 0.*I, 4.3818282335905684*^-10 + 0.*I, 2.4202861936828413*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.20055528120261903 + 0.*I, 0.33894629022219736 + 0.*I, 0.1293761169947949 + 0.*I, 0.1408201682535859 + 0.*I, 0.03704451055139835 + 0.*I, 0.11025962885400364 + 0.*I, 0.06008925429379364 + 0.*I, 0.014275119249806957 + 0.*I, 0.002020473418395952 + 0.*I, 0.0001757943532076922 + 0.*I, 0.000016613175990443096 + 0.*I, 0.00002904875719966782 + 0.*I, 4.929967989397711*^-7 + 0.*I, 4.360499605837731*^-6 + 0.*I, 2.146345612352718*^-6 + 0.*I, 5.828295002174855*^-6 + 0.*I, 3.1939519917756347*^-6 + 0.*I, 6.752524805975213*^-6 + 0.*I, 2.8280521924273216*^-6 + 0.*I, 5.933895819154601*^-7 + 0.*I, 7.770981635957241*^-8 + 0.*I, 7.073008845281948*^-9 + 0.*I, 4.792166663492026*^-10 + 0.*I, 2.6401103525586226*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I}
