{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.30408295135340163 + 0.*I, 0.2742236188113978 + 0.*I, 0.3034943133496171 + 0.*I, 0.1933458015505929 + 0.*I, 0.1190192088303954 + 0.*I, 0.019343565014207087 + 0.*I, 0.0015652354121931113 + 0.*I, 0.00007718063221862081 + 0.*I, 2.412437982712845*^-6 + 0.*I, 1.6123437918125207*^-6 + 0.*I, 8.861654787750696*^-6 + 0.*I, 0.000015078091020193087 + 0.*I, 0.000010602546995919228 + 0.*I, 3.7174440192799807*^-6 + 0.*I, 7.682416036658425*^-7 + 0.*I, 8.132434192731353*^-6 + 0.*I, 3.551882588048727*^-6 + 0.*I, 5.175440076499171*^-7 + 0.*I, 3.8685610270761124*^-8 + 0.*I, 1.7795986906321561*^-9 + 0.*I, 5.7198690228688065*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.30193539106320166 + 0.*I, 0.27678875653220913 + 0.*I, 0.3062837535371843 + 0.*I, 0.18830000022318497 + 0.*I, 0.12118725008620768 + 0.*I, 0.02018697442800477 + 0.*I, 0.001669195799203216 + 0.*I, 0.00008401758360143674 + 0.*I, 2.6794783947181604*^-6 + 0.*I, 1.7486327941185211*^-6 + 0.*I, 9.394781597116266*^-6 + 0.*I, 0.000015402412811837962 + 0.*I, 0.000011380888809142677 + 0.*I, 3.6675726011736742*^-6 + 0.*I, 9.553728030908817*^-7 + 0.*I, 8.35125499865086*^-6 + 0.*I, 3.7653389961533894*^-6 + 0.*I, 5.616801912466941*^-7 + 0.*I, 4.288598365320695*^-8 + 0.*I, 2.013189615013289*^-9 + 0.*I, 6.579181643928678*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.2996663490665963 + 0.*I, 0.2790344238690068 + 0.*I, 0.30872399377439574 + 0.*I, 0.18310671156998026 + 0.*I, 0.12332268761980904 + 0.*I, 0.02105323735102083 + 0.*I, 0.0017786351008020065 + 0.*I, 0.00009137263679015462 + 0.*I, 2.972751600438528*^-6 + 0.*I, 1.8944211976901217*^-6 + 0.*I, 9.95072300113975*^-6 + 0.*I, 0.000015711557610487148 + 0.*I, 0.0000121816096099181 + 0.*I, 3.611910415202147*^-6 + 0.*I, 1.1482955919461804*^-6 + 0.*I, 8.566665599119005*^-6 + 0.*I, 3.987982788444811*^-6 + 0.*I, 6.089644122297955*^-7 + 0.*I, 4.748739179660789*^-8 + 0.*I, 2.2742030481026636*^-9 + 0.*I, 7.578382366091319*^-11 + 0.*I, 3.6193270602780107*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2972795633614078 + 0.*I, 0.2809669490053901 + 0.*I, 0.3108200691610108 + 0.*I, 0.17777071859099713 + 0.*I, 0.1254229310289956 + 0.*I, 0.021942368914595892 + 0.*I, 0.0018937557141995853 + 0.*I, 0.00009927804920373262 + 0.*I, 3.2945016048557822*^-6 + 0.*I, 2.0502039843606217*^-6 + 0.*I, 0.00001052986839944481 + 0.*I, 0.000016003833991362626 + 0.*I, 0.000013004113386116956 + 0.*I, 3.5505075990371897*^-6 + 0.*I, 1.3467515991294476*^-6 + 0.*I, 8.7780503976731*^-6 + 0.*I, 4.219985583198138*^-6 + 0.*I, 6.595717971791261*^-7 + 0.*I, 5.252300816493971*^-8 + 0.*I, 2.5657920232902147*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 3.796962744218035*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.2947788714917854 + 0.*I, 0.2825929023792195 + 0.*I, 0.3125772654028136 + 0.*I, 0.1722969254354112 + 0.*I, 0.1274853982305979 + 0.*I, 0.02285435792259705 + 0.*I, 0.0020147630888089907 + 0.*I, 0.00010776760159814103 + 0.*I, 3.64713361733493*^-6 + 0.*I, 2.2164891921860885*^-6 + 0.*I, 0.000011132576815953145 + 0.*I, 0.00001627750039201459 + 0.*I, 0.00001384773520296534 + 0.*I, 3.4834340079115123*^-6 + 0.*I, 1.5504590056281133*^-6 + 0.*I, 8.984775790032984*^-6 + 0.*I, 4.461509206521442*^-6 + 0.*I, 7.136848001465524*^-7 + 0.*I, 5.8028004623622564*^-8 + 0.*I, 2.891198391807848*^-9 + 0.*I, 9.940936962493653*^-11 + 0.*I, 3.996802888650564*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.2921682038002027 + 0.*I, 0.2839190822238047 + 0.*I, 0.3140011063825998 + 0.*I, 0.16669035002538912 + 0.*I, 0.12950751881899428 + 0.*I, 0.023789166249610357 + 0.*I, 0.0021418655643978823 + 0.*I, 0.00011687664021042822 + 0.*I, 4.033224798583035*^-6 + 0.*I, 2.393798204103348*^-6 + 0.*I, 0.000011759173812464496 + 0.*I, 0.000016530767799061156 + 0.*I, 0.000014711742202244695 + 0.*I, 3.410778615098309*^-6 + 0.*I, 1.7591147871698356*^-6 + 0.*I, 9.18619198486681*^-6 + 0.*I, 4.712703383091822*^-6 + 0.*I, 7.714914040946043*^-7 + 0.*I, 6.403919616815301*^-8 + 0.*I, 3.2535973915059913*^-9 + 0.*I, 1.1359801987964602*^-10 + 0.*I, 4.196643033083092*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.289451576625388 + 0.*I, 0.28495250001940864 + 0.*I, 0.31509734164720804 + 0.*I, 0.16095611663839995 + 0.*I, 0.1314867374100137 + 0.*I, 0.02474672827701419 + 0.*I, 0.0022752742000031745 + 0.*I, 0.00012664212201141112 + 0.*I, 4.455534607927803*^-6 + 0.*I, 2.5826627947367346*^-6 + 0.*I, 0.000012409947802716204 + 0.*I, 0.000016761800591957865 + 0.*I, 0.000015595332603091098 + 0.*I, 3.332652198650976*^-6 + 0.*I, 1.972392582594296*^-6 + 0.*I, 9.381634802352323*^-6 + 0.*I, 4.973707401489947*^-6 + 0.*I, 8.331874079559043*^-7 + 0.*I, 7.059719475677185*^-8 + 0.*I, 3.657207869878221*^-9 + 0.*I, 1.2978507157868083*^-10 + 0.*I, 4.596323321948148*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.286633085463417 + 0.*I, 0.2857003658696123 + 0.*I, 0.31587193383320056 + 0.*I, 0.15509944845160106 + 0.*I, 0.13342051696281224 + 0.*I, 0.02572695035318873 + 0.*I, 0.0024152025917878466 + 0.*I, 0.00013710265300836968 + 0.*I, 4.9170121974029266*^-6 + 0.*I, 2.7836265958924855*^-6 + 0.*I, 0.000013085148387048663 + 0.*I, 0.00001696871880785267 + 0.*I, 0.000016497635413337264 + 0.*I, 3.249185809295341*^-6 + 0.*I, 2.189943804076222*^-6 + 0.*I, 9.570425407723349*^-6 + 0.*I, 5.2446470055755876*^-6 + 0.*I, 8.989740063469753*^-7 + 0.*I, 7.774438870455924*^-8 + 0.*I, 4.106204265497127*^-9 + 0.*I, 1.4859224961583095*^-10 + 0.*I, 5.195843755245733*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.2837168981004057 + 0.*I, 0.28617007384301735 + 0.*I, 0.3163310460559954 + 0.*I, 0.1491256600702151 + 0.*I, 0.13530634207579165 + 0.*I, 0.026729710291184542 + 0.*I, 0.002561866681394243 + 0.*I, 0.00014829853338671484 + 0.*I, 5.420810200718052*^-6 + 0.*I, 2.9972431869751404*^-6 + 0.*I, 0.000013784983199371938 + 0.*I, 0.000017149602604682457 + 0.*I, 0.000017417710407308107 + 0.*I, 3.160531392154553*^-6 + 0.*I, 2.41139899159748*^-6 + 0.*I, 9.751871399288348*^-6 + 0.*I, 5.525633817171638*^-6 + 0.*I, 9.690580116128444*^-7 + 0.*I, 8.552558661278908*^-8 + 0.*I, 4.604605585711852*^-9 + 0.*I, 1.6959766924173891*^-10 + 0.*I, 6.017408793468349*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.2807072477307937 + 0.*I, 0.2863691872958096 + 0.*I, 0.31648102928598654 + 0.*I, 0.14304015004700243 + 0.*I, 0.13714172225398616 + 0.*I, 0.027754856901807123 + 0.*I, 0.002715484554394188 + 0.*I, 0.0001602717978110846 + 0.*I, 5.970293415202833*^-6 + 0.*I, 3.2240744074485406*^-6 + 0.*I, 0.00001450961459870115 + 0.*I, 0.00001730249181708388 + 0.*I, 0.00001835454879195453 + 0.*I, 3.0668635853103865*^-6 + 0.*I, 2.636366192021456*^-6 + 0.*I, 9.92526938414784*^-6 + 0.*I, 5.816765002997215*^-6 + 0.*I, 1.0436541852953951*^-6 + 0.*I, 9.39883948447573*^-8 + 0.*I, 5.1574078341332105*^-9 + 0.*I, 1.928013304564047*^-10 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.2776084260724066 + 0.*I, 0.28630542420979843 + 0.*I, 0.316328409731792 + 0.*I, 0.13684839340479818 + 0.*I, 0.13892419513881205 + 0.*I, 0.028802209560407913 + 0.*I, 0.0028762762290135413 + 0.*I, 0.00017306625599289305 + 0.*I, 6.56905159157617*^-6 + 0.*I, 3.4646894020440304*^-6 + 0.*I, 0.000015259155605740208 + 0.*I, 0.00001742539059712556 + 0.*I, 0.00001930707318464897 + 0.*I, 2.9683788094203574*^-6 + 0.*I, 2.864433001903422*^-6 + 0.*I, 0.00001008990500039886 + 0.*I, 6.118123208054271*^-6 + 0.*I, 1.1229823959624241*^-6 + 0.*I, 1.0318359500161024*^-7 + 0.*I, 5.769607014372014*^-9 + 0.*I, 2.192024339819909*^-10 + 0.*I, 6.994405055138486*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.27442477648960134 + 0.*I, 0.2859866425642066 + 0.*I, 0.31587987625740777 + 0.*I, 0.130555934175014 + 0.*I, 0.14065132969800498 + 0.*I, 0.02987155781080109 + 0.*I, 0.0030444634345982995 + 0.*I, 0.0001867275342126718 + 0.*I, 7.220912201510998*^-6 + 0.*I, 3.719663599355272*^-6 + 0.*I, 0.00001603366779345805 + 0.*I, 0.00001751626979018539 + 0.*I, 0.00002027413819050139 + 0.*I, 2.8652969996656452*^-6 + 0.*I, 3.0951657903344203*^-6 + 0.*I, 0.00001024505580371482 + 0.*I, 6.4297738022744966*^-6 + 0.*I, 1.2072708166499526*^-6 + 0.*I, 1.1316620973644832*^-7 + 0.*I, 6.447997691338969*^-9 + 0.*I, 2.496003403962277*^-10 + 0.*I, 7.993605777301129*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.2711606871365957 + 0.*I, 0.2854208257740077 + 0.*I, 0.3151422678509875 + 0.*I, 0.12416837796180859 + 0.*I, 0.14232072937079288 + 0.*I, 0.030962661006395116 + 0.*I, 0.003220269379200502 + 0.*I, 0.00020130311060295725 + 0.*I, 7.929947987150854*^-6 + 0.*I, 3.989577201934936*^-6 + 0.*I, 0.00001683315900002924 + 0.*I, 0.000017573070398846372 + 0.*I, 0.000021254530602199395 + 0.*I, 2.7578589856247504*^-6 + 0.*I, 3.3281123856809818*^-6 + 0.*I, 0.00001038998980185113 + 0.*I, 6.751764392021187*^-6 + 0.*I, 1.2967505957917071*^-6 + 0.*I, 1.2399199444956824*^-7 + 0.*I, 7.198197593538681*^-9 + 0.*I, 2.8339552926581746*^-10 + 0.*I, 9.192646643896296*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2678205841321946 + 0.*I, 0.28461606821281743 + 0.*I, 0.3141225611667853 + 0.*I, 0.11769138454880146 + 0.*I, 0.14393003516339764 + 0.*I, 0.032075247991603106 + 0.*I, 0.0034039185113909913 + 0.*I, 0.00021684235700369925 + 0.*I, 8.70049541301654*^-6 + 0.*I, 4.275012988053106*^-6 + 0.*I, 0.000017657579198804285 + 0.*I, 0.000017593706402863063 + 0.*I, 0.000022246969799688546 + 0.*I, 2.6463299995782563*^-6 + 0.*I, 3.5628001882059834*^-6 + 0.*I, 0.000010523970184195264 + 0.*I, 7.084124198364351*^-6 + 0.*I, 1.3916612084940996*^-6 + 0.*I, 1.3572158952257496*^-7 + 0.*I, 8.026401765448556*^-9 + 0.*I, 3.2138736116849037*^-10 + 0.*I, 1.0191847366058939*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.264408924775994 + 0.*I, 0.2835805608500053 + 0.*I, 0.31282785816160175 + 0.*I, 0.11113066054919685 + 0.*I, 0.14547692869280038 + 0.*I, 0.03320901682259958 + 0.*I, 0.003595636268793889 + 0.*I, 0.00023339657417853488 + 0.*I, 9.53716499108026*^-6 + 0.*I, 4.57655500163412*^-6 + 0.*I, 0.00001850681601300863 + 0.*I, 0.000017576068600533293 + 0.*I, 0.000023250111413908314 + 0.*I, 2.5309985884902626*^-6 + 0.*I, 3.7987377909942666*^-6 + 0.*I, 0.000010646254411383893 + 0.*I, 7.4268637906271815*^-6 + 0.*I, 1.4922478142054276*^-6 + 0.*I, 1.4841960993550177*^-7 + 0.*I, 8.940803652990327*^-9 + 0.*I, 3.643974011424689*^-10 + 0.*I, 1.1612932837579136*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.2609301908188033 + 0.*I, 0.282322577022609 + 0.*I, 0.3112653738488014 + 0.*I, 0.10449195212021145 + 0.*I, 0.1469591351676014 + 0.*I, 0.03436363452580249 + 0.*I, 0.00379564881860528 + 0.*I, 0.00025101902778601476 + 0.*I, 0.000010444853781876873 + 0.*I, 4.8947859987436004*^-6 + 0.*I, 0.000019380693982995467 + 0.*I, 0.000017518028205820716 + 0.*I, 0.000024262544418007795 + 0.*I, 2.412175192922916*^-6 + 0.*I, 4.035417200398684*^-6 + 0.*I, 0.000010756097412745191 + 0.*I, 7.779973199006918*^-6 + 0.*I, 1.5987604129463762*^-6 + 0.*I, 1.6215260245644458*^-7 + 0.*I, 9.948797341507998*^-9 + 0.*I, 4.1280312501612576*^-10 + 0.*I, 1.3389289676979388*^-11 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.25738888179659974 + 0.*I, 0.2808504583641902 + 0.*I, 0.30944242418140533 + 0.*I, 0.09778103774360503 + 0.*I, 0.14837442631219222 + 0.*I, 0.035538736901208345 + 0.*I, 0.00400418279040693 + 0.*I, 0.0002697649829963567 + 0.*I, 0.000011428761403919909 + 0.*I, 5.2302856046182455*^-6 + 0.*I, 0.000020278969592446575 + 0.*I, 0.00001741744040106852 + 0.*I, 0.000025282796212167117 + 0.*I, 2.2901950114118112*^-6 + 0.*I, 4.2723121929100225*^-6 + 0.*I, 0.000010852751608503297 + 0.*I, 8.143420804351821*^-6 + 0.*I, 1.711454999941964*^-6 + 0.*I, 1.769919988348079*^-7 + 0.*I, 1.105879832152823*^-8 + 0.*I, 4.666045327894608*^-10 + 0.*I, 1.5210055437364645*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.2537895084365971 + 0.*I, 0.2791726009154117 + 0.*I, 0.3073664140911925 + 0.*I, 0.09100372108759024 + 0.*I, 0.14972062322280433 + 0.*I, 0.03673392836718304 + 0.*I, 0.004221464998388491 + 0.*I, 0.00028969173759829664 + 0.*I, 0.000012494403600626924 + 0.*I, 5.58362800440193*^-6 + 0.*I, 0.000021201328403996914 + 0.*I, 0.00001727214899993612 + 0.*I, 0.000026309331202512 + 0.*I, 2.165416401744835*^-6 + 0.*I, 4.5088816014171584*^-6 + 0.*I, 0.000010935470795558901 + 0.*I, 8.517153005094258*^-6 + 0.*I, 1.830593010510029*^-6 + 0.*I, 1.9301260589799088*^-7 + 0.*I, 1.2279599559406051*^-8 + 0.*I, 5.272005054735018*^-10 + 0.*I, 1.7186252421197423*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.25013658615020695 + 0.*I, 0.27729744143820684 + 0.*I, 0.3050448256950001 + 0.*I, 0.08416582395938121 + 0.*I, 0.1509955991519929 + 0.*I, 0.03794878184459893 + 0.*I, 0.0044477221573968615 + 0.*I, 0.00031085865339619545 + 0.*I, 0.000013647627206125891 + 0.*I, 5.9553785902721765*^-6 + 0.*I, 0.000022147381595338803 + 0.*I, 0.000017079988601231832 + 0.*I, 0.000027340555397437072 + 0.*I, 2.038221014188935*^-6 + 0.*I, 4.744567205783312*^-6 + 0.*I, 0.000011003509592377727 + 0.*I, 8.90109441709086*^-6 + 0.*I, 1.9564410091987843*^-6 + 0.*I, 2.1029400443239865*^-7 + 0.*I, 1.362199242294082*^-8 + 0.*I, 5.947908832126814*^-10 + 0.*I, 1.9606538614880268*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.24643462861819734 + 0.*I, 0.27523344394762006 + 0.*I, 0.3024852066926043 + 0.*I, 0.0772731793498016 + 0.*I, 0.1521972822210005 + 0.*I, 0.03918283868660222 + 0.*I, 0.004683180586395609 + 0.*I, 0.00033332718558654056 + 0.*I, 0.000014894624000838519 + 0.*I, 6.346092806808202*^-6 + 0.*I, 0.000023116663605549093 + 0.*I, 0.000016838792404882952 + 0.*I, 0.000028374815608245285 + 0.*I, 1.9090131919696773*^-6 + 0.*I, 4.978799195143324*^-6 + 0.*I, 0.000011056126392183785 + 0.*I, 9.295143810206243*^-6 + 0.*I, 2.089270401128829*^-6 + 0.*I, 2.2891839535077454*^-7 + 0.*I, 1.5095591443525794*^-8 + 0.*I, 6.70197231045222*^-10 + 0.*I, 2.238209617644316*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.24268814147900275 + 0.*I, 0.2729890864938023 + 0.*I, 0.2996951589615993 + 0.*I, 0.07033162459260113 + 0.*I, 0.1533236580580022 + 0.*I, 0.04043560865460982 + 0.*I, 0.004928065909992619 + 0.*I, 0.00035716091280058043 + 0.*I, 0.000016241949407636014 + 0.*I, 6.756310599875804*^-6 + 0.*I, 0.0000241086274055391 + 0.*I, 0.0000165463925894116 + 0.*I, 0.000029410403201701744 + 0.*I, 1.7782222139217654*^-6 + 0.*I, 5.210991815829402*^-6 + 0.*I, 0.000011092585605609884 + 0.*I, 9.699177394573155*^-6 + 0.*I, 2.2293577872645187*^-6 + 0.*I, 2.489741968147996*^-7 + 0.*I, 1.6712609074431842*^-8 + 0.*I, 7.549960656660915*^-10 + 0.*I, 2.5401902803423585*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2389016161294 + 0.*I, 0.27057284819678173 + 0.*I, 0.2966823273790054 + 0.*I, 0.06334699463119708 + 0.*I, 0.15437277234919836 + 0.*I, 0.04170656993058853 + 0.*I, 0.0051826027464008115 + 0.*I, 0.00038242556019696405 + 0.*I, 0.00001769653499295032 + 0.*I, 7.186556794103183*^-6 + 0.*I, 0.000025122642810515575 + 0.*I, 0.000016200628194518177 + 0.*I, 0.000030445555809777147 + 0.*I, 1.646298186663842*^-6 + 0.*I, 5.44054921114423*^-6 + 0.*I, 0.000011112157993764528 + 0.*I, 0.000010113044202064714 + 0.*I, 2.3769828105812967*^-6 + 0.*I, 2.7055220286342774*^-7 + 0.*I, 1.8484391794970637*^-8 + 0.*I, 8.489875469308573*^-10 + 0.*I, 2.899902540320909*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2350795236465919 + 0.*I, 0.2679931965698046 + 0.*I, 0.29345438887100617 + 0.*I, 0.05632511541480146 + 0.*I, 0.1553427333145896 + 0.*I, 0.04299516918380153 + 0.*I, 0.005447014392800931 + 0.*I, 0.00040918902761699627 + 0.*I, 0.00001926570858401533 + 0.*I, 7.637333188093011*^-6 + 0.*I, 0.00002615799119531914 + 0.*I, 0.000015799347408140818 + 0.*I, 0.00003147846059370352 + 0.*I, 1.5137159969924596*^-6 + 0.*I, 5.666863800435351*^-6 + 0.*I, 0.000011114124798261571 + 0.*I, 0.000010536567818242304 + 0.*I, 2.532430398716201*^-6 + 0.*I, 2.9375000210052354*^-7 + 0.*I, 2.0424595348345068*^-8 + 0.*I, 9.54014645060397*^-10 + 0.*I, 3.299582829185966*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.23122630883858908 + 0.*I, 0.26525857513259865 + 0.*I, 0.29001904171401804 + 0.*I, 0.04927179741760491 + 0.*I, 0.15623171408960523 + 0.*I, 0.04430082167339311 + 0.*I, 0.005721522499202436 + 0.*I, 0.0004375214071927759 + 0.*I, 0.000020957207591543184 + 0.*I, 8.109119198351777*^-6 + 0.*I, 0.000027213864584041406 + 0.*I, 0.000015340414405429218 + 0.*I, 0.00003250725419956524 + 0.*I, 1.3809714038970355*^-6 + 0.*I, 5.889318810403665*^-6 + 0.*I, 0.000011097776586588283 + 0.*I, 0.000010969544605998747 + 0.*I, 2.6959882104549138*^-6 + 0.*I, 3.1866780325628957*^-7 + 0.*I, 2.254718634020492*^-8 + 0.*I, 1.0705880626460385*^-9 + 0.*I, 3.739231146937528*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2273463844330026 + 0.*I, 0.2623773913452032 + 0.*I, 0.28638399509519635 + 0.*I, 0.04219282930379986 + 0.*I, 0.15703795502479692 + 0.*I, 0.04562291140139951 + 0.*I, 0.006006346740594637 + 0.*I, 0.0004674950073946249 + 0.*I, 0.000022779199393418992 + 0.*I, 8.6023653977918*^-6 + 0.*I, 0.00002828936080945255 + 0.*I, 0.000014821712390755694 + 0.*I, 0.000033530029597272915 + 0.*I, 1.2485830147568322*^-6 + 0.*I, 6.107288208490047*^-6 + 0.*I, 0.000011062418381335705 + 0.*I, 0.000011411742795175428 + 0.*I, 2.8679478125681612*^-6 + 0.*I, 3.454119879009454*^-7 + 0.*I, 2.4867197190303617*^-8 + 0.*I, 1.2001954985407792*^-9 + 0.*I, 4.221067939624846*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.22344412541100422 + 0.*I, 0.25935800486438515 + 0.*I, 0.2825569589463895 + 0.*I, 0.03509397172920537 + 0.*I, 0.15775976588841004 + 0.*I, 0.046960791309613725 + 0.*I, 0.006301704478195447 + 0.*I, 0.000499184369218142 + 0.*I, 0.00002474029818788637 + 0.*I, 9.117489607746165*^-6 + 0.*I, 0.000029383480781852714 + 0.*I, 0.000014241150014804305 + 0.*I, 0.00003454483639142581 + 0.*I, 1.1170919966829729*^-6 + 0.*I, 6.320138812299092*^-6 + 0.*I, 0.000011007370215310175 + 0.*I, 0.00001186290299326487 + 0.*I, 3.048604191313587*^-6 + 0.*I, 3.740942000618475*^-7 + 0.*I, 2.740119242616857*^-8 + 0.*I, 1.3446133095840196*^-9 + 0.*I, 4.82058837292243*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2195238634916108 + 0.*I, 0.25620871614819857 + 0.*I, 0.27854563406579663 + 0.*I, 0.027980951295414336 + 0.*I, 0.15839552797418666 + 0.*I, 0.048313783519193805 + 0.*I, 0.006607810417791349 + 0.*I, 0.0005326662793958548 + 0.*I, 0.000026849581802324 + 0.*I, 9.654873411868438*^-6 + 0.*I, 0.00003049512620201256 + 0.*I, 0.0000135966663927789 + 0.*I, 0.00003554968359686939 + 0.*I, 9.870586126226044*^-7 + 0.*I, 6.52723219918272*^-6 + 0.*I, 0.000010931968197347432 + 0.*I, 0.000012322735609693327 + 0.*I, 3.238253198922792*^-6 + 0.*I, 4.0482939223096537*^-7 + 0.*I, 3.0166003028853083*^-8 + 0.*I, 1.5045964474325046*^-9 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.21558988177639016 + 0.*I, 0.25293775541839203 + 0.*I, 0.2743577025309918 + 0.*I, 0.020859454661614766 + 0.*I, 0.15894369611939577 + 0.*I, 0.049681179618810134 + 0.*I, 0.00692487626019478 + 0.*I, 0.0005680197854074366 + 0.*I, 0.000029116611388602113 + 0.*I, 0.000010214857404378108 + 0.*I, 0.000031623095586574834 + 0.*I, 0.000012886235811748749 + 0.*I, 0.00003654254459029005 + 0.*I, 8.590651967566033*^-7 + 0.*I, 6.72792539457845*^-6 + 0.*I, 0.000010835567199052322 + 0.*I, 0.000012790921188887696 + 0.*I, 3.4371937962518477*^-6 + 0.*I, 4.377394002830215*^-7 + 0.*I, 3.317961461135611*^-8 + 0.*I, 1.6815882020182473*^-9 + 0.*I, 6.179501355063621*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
