{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.2592593661639997 + 0.*I, 0.17983397363139367 + 0.*I, 0.1858137478426114 + 0.*I, 0.22642095856979516 + 0.*I, 0.025675351831400132 + 0.*I, 0.0011547064725947465 + 0.*I, 0.000028138982988146217 + 0.*I, 4.3150041317829846*^-7 + 0.*I, 4.5071946175312405*^-9 + 0.*I, 1.779199010343291*^-9 + 0.*I, 4.3214010148062705*^-8 + 0.*I, 4.883473847527853*^-7 + 0.*I, 1.27589039333742*^-6 + 0.*I, 2.9600947915042757*^-6 + 0.*I, 8.973999987560433*^-7 + 0.*I, 2.3844359819946703*^-7 + 0.*I, 1.4524403901816642*^-8 + 0.*I, 4.1380232573828835*^-10 + 0.*I, 7.793765632868599*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2645044163634092 + 0.*I, 0.16142845528479555 + 0.*I, 0.16769368700899623 + 0.*I, 0.22981845318601485 + 0.*I, 0.027124428506186685 + 0.*I, 0.0012639225861921235 + 0.*I, 0.000031869427807862394 + 0.*I, 5.053683915789976*^-7 + 0.*I, 5.457190255242495*^-9 + 0.*I, 2.077804595046473*^-9 + 0.*I, 4.8806780839072423*^-8 + 0.*I, 5.311294071219663*^-7 + 0.*I, 1.3104520135698296*^-6 + 0.*I, 3.0907004067159964*^-6 + 0.*I, 9.219293994888745*^-7 + 0.*I, 2.5931841118875814*^-7 + 0.*I, 1.640079183573562*^-8 + 0.*I, 4.837907852106582*^-10 + 0.*I, 9.192646643896296*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.26964960103861296 + 0.*I, 0.14320823373619174 + 0.*I, 0.14976268024300413 + 0.*I, 0.23305716723760472 + 0.*I, 0.028620234013398974 + 0.*I, 0.0013811402725938395 + 0.*I, 0.00003601599340985473 + 0.*I, 5.902989874684295*^-7 + 0.*I, 6.586398093588741*^-9 + 0.*I, 2.4201973758408717*^-9 + 0.*I, 5.500020439086484*^-8 + 0.*I, 5.765994126605278*^-7 + 0.*I, 1.3425818012891002*^-6 + 0.*I, 3.2220534018634343*^-6 + 0.*I, 9.447804094619983*^-7 + 0.*I, 2.815031985292649*^-7 + 0.*I, 1.847819675049323*^-8 + 0.*I, 5.639932965095795*^-10 + 0.*I, 1.0813572259849026*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2746888890049926 + 0.*I, 0.12518909887420104 + 0.*I, 0.1320359413278016 + 0.*I, 0.2361314295620032 + 0.*I, 0.030162542590406183 + 0.*I, 0.0015067623180042842 + 0.*I, 0.0000406162850019598 + 0.*I, 6.877145963812836*^-7 + 0.*I, 7.924816358695354*^-9 + 0.*I, 2.811018084969419*^-9 + 0.*I, 6.184501799566533*^-8 + 0.*I, 6.248416006826575*^-7 + 0.*I, 1.3719767988362719*^-6 + 0.*I, 3.3538412047562365*^-6 + 0.*I, 9.657425970033273*^-7 + 0.*I, 3.050395935844108*^-7 + 0.*I, 2.077360505836623*^-8 + 0.*I, 6.555866960411549*^-10 + 0.*I, 1.3011813848606835*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.27961635320779 + 0.*I, 0.10738657138640308 + 0.*I, 0.11452837640979485 + 0.*I, 0.23903578392998617 + 0.*I, 0.03175104465540368 + 0.*I, 0.0016412002348031867 + 0.*I, 0.00004571047600432365 + 0.*I, 7.991916017857649*^-7 + 0.*I, 9.506795350944232*^-9 + 0.*I, 3.256395153528047*^-9 + 0.*I, 6.939520069693117*^-8 + 0.*I, 6.759379944654141*^-7 + 0.*I, 1.3983254110172538*^-6 + 0.*I, 3.4857373876207025*^-6 + 0.*I, 9.845996018498226*^-7 + 0.*I, 3.299665873868207*^-7 + 0.*I, 2.330500237235356*^-8 + 0.*I, 7.604139540262623*^-10 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.28442617686099686 + 0.*I, 0.08981588710521571 + 0.*I, 0.09725456825200318 + 0.*I, 0.24176499672019516 + 0.*I, 0.033385345664016526 + 0.*I, 0.0017848738375958464 + 0.*I, 0.00005134142040397193 + 0.*I, 9.264723876967196*^-7 + 0.*I, 1.137121508065775*^-8 + 0.*I, 3.763012124124998*^-9 + 0.*I, 7.77077957536676*^-8 + 0.*I, 7.299655990777866*^-7 + 0.*I, 1.4213092036641228*^-6 + 0.*I, 3.6174025996871255*^-6 + 0.*I, 1.0011308004820307*^-6 + 0.*I, 3.5632259365314667*^-7 + 0.*I, 2.6090996030347927*^-8 + 0.*I, 8.798073380944517*^-10 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.28911265945659187 + 0.*I, 0.07249198171361827 + 0.*I, 0.0802287609179997 + 0.*I, 0.24431406427900537 + 0.*I, 0.03506496510901069 + 0.*I, 0.0019382107846022125 + 0.*I, 0.00005755476260027593 + 0.*I, 1.0714789944188396*^-6 + 0.*I, 1.3563195011556674*^-8 + 0.*I, 4.337596948289502*^-9 + 0.*I, 8.684302166273028*^-8 + 0.*I, 7.86998399782135*^-7 + 0.*I, 1.4406029924529664*^-6 + 0.*I, 3.748484989074541*^-6 + 0.*I, 1.0151094187449416*^-6 + 0.*I, 3.841430062934137*^-7 + 0.*I, 2.9152191771686375*^-8 + 0.*I, 1.0151879337172431*^-9 + 0.*I, 2.1183055309847987*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.29367022263659953 + 0.*I, 0.055429475824997354 + 0.*I, 0.0634648449095998 + 0.*I, 0.2466782199553874 + 0.*I, 0.03678933566519938 + 0.*I, 0.002101646087404596 + 0.*I, 0.00006439905200217311 + 0.*I, 1.2363287948957693*^-6 + 0.*I, 1.613300604219603*^-8 + 0.*I, 4.987610324747038*^-9 + 0.*I, 9.686358382055005*^-8 + 0.*I, 8.47104786316777*^-7 + 0.*I, 1.4558753980153938*^-6 + 0.*I, 3.878620402630872*^-6 + 0.*I, 1.0263063954241147*^-6 + 0.*I, 4.1346159829203094*^-7 + 0.*I, 3.250899549556153*^-8 + 0.*I, 1.1689982315488125*^-9 + 0.*I, 2.5202062658991053*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.29809341592159644 + 0.*I, 0.03864266045860987 + 0.*I, 0.04697634277361918 + 0.*I, 0.24885294079961542 + 0.*I, 0.038557802481009595 + 0.*I, 0.0022756215855901374 + 0.*I, 0.00007192585440574108 + 0.*I, 1.4233499934235285*^-6 + 0.*I, 1.9138979290289626*^-8 + 0.*I, 5.721800810931654*^-9 + 0.*I, 1.078370059914846*^-7 + 0.*I, 9.103481968253392*^-7 + 0.*I, 1.4667900005704837*^-6 + 0.*I, 4.007434006858546*^-6 + 0.*I, 1.0344878065282614*^-6 + 0.*I, 4.44308789759873*^-7 + 0.*I, 3.6183989138294244*^-8 + 0.*I, 1.343392064256932*^-9 + 0.*I, 2.97983859809392*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.30237692229280194 + 0.*I, 0.022145482918811688 + 0.*I, 0.030776395194798137 + 0.*I, 0.25083395391720664 + 0.*I, 0.04036962262521371 + 0.*I, 0.0024605853895964813 + 0.*I, 0.00008018986579205745 + 0.*I, 1.6350981901780415*^-6 + 0.*I, 2.2646595709829856*^-8 + 0.*I, 6.548406261686069*^-9 + 0.*I, 1.198324106610471*^-7 + 0.*I, 9.767860076337345*^-7 + 0.*I, 1.473005406538164*^-6 + 0.*I, 4.134540598776938*^-6 + 0.*I, 1.0394167970773083*^-6 + 0.*I, 4.767132022465148*^-7 + 0.*I, 4.020059840570412*^-8 + 0.*I, 1.5396128816291823*^-9 + 0.*I, 3.4816594052244916*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.30651556361820376 + 0.*I, 0.0059515331025883364 + 0.*I, 0.014877747588015746 + 0.*I, 0.2526172424706097 + 0.*I, 0.04222396467818968 + 0.*I, 0.0026569912894069962 + 0.*I, 0.00008924902439311211 + 0.*I, 1.8743736118764787*^-6 + 0.*I, 2.6729396473967885*^-8 + 0.*I, 7.477996000204712*^-9 + 0.*I, 1.3292378309159858*^-7 + 0.*I, 1.046469599863542*^-6 + 0.*I, 1.4741779796878518*^-6 + 0.*I, 4.2595449833982*^-6 + 0.*I, 1.0408553796636966*^-6 + 0.*I, 5.106993938852611*^-7 + 0.*I, 4.458258207051813*^-8 + 0.*I, 1.7614132374887959*^-9 + 0.*I, 4.101163852965328*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.31050430591759165 + 0.*I, 0.009925969760193887 + 0.*I, 0.0007072627890014616 + 0.*I, 0.25419905131900405 + 0.*I, 0.04411990848400826 + 0.*I, 0.0028652981330035136 + 0.*I, 0.0000991646215808828 + 0.*I, 2.1442402076132794*^-6 + 0.*I, 3.147120342106291*^-8 + 0.*I, 8.52080628277463*^-9 + 0.*I, 1.4718779528521964*^-7 + 0.*I, 1.1194430049599191*^-6 + 0.*I, 1.4699605976886687*^-6 + 0.*I, 4.382043616857345*^-6 + 0.*I, 1.0385625914821617*^-6 + 0.*I, 5.462893915009205*^-7 + 0.*I, 4.935600816935449*^-8 + 0.*I, 2.010813737740591*^-9 + 0.*I, 4.818367926873181*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.3143382644637871 + 0.*I, 0.02547418991039052 + 0.*I, 0.015966719193616363 + 0.*I, 0.25557589228821787 + 0.*I, 0.046056445054420976 + 0.*I, 0.003085969170402159 + 0.*I, 0.00011000141499906135 + 0.*I, 2.448045210989847*^-6 + 0.*I, 3.6966185668063645*^-8 + 0.*I, 9.688005953023548*^-9 + 0.*I, 1.6270460534428824*^-7 + 0.*I, 1.1957431933495857*^-6 + 0.*I, 1.4600047837376453*^-6 + 0.*I, 4.501625405772814*^-6 + 0.*I, 1.0322968035936242*^-6 + 0.*I, 5.835010030708078*^-7 + 0.*I, 5.454718898789679*^-8 + 0.*I, 2.2909896202349955*^-9 + 0.*I, 5.659916979539048*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.3180127087118123 + 0.*I, 0.040680687400596056 + 0.*I, 0.030889137210410315 + 0.*I, 0.2567445490668119 + 0.*I, 0.048032476630388565 + 0.*I, 0.003319471368601335 + 0.*I, 0.00012182773680979865 + 0.*I, 2.7894393905825154*^-6 + 0.*I, 4.331999203799342*^-8 + 0.*I, 1.0992207144511212*^-8 + 0.*I, 1.7955781306255858*^-7 + 0.*I, 1.2753984091062878*^-6 + 0.*I, 1.4439611950578526*^-6 + 0.*I, 4.617871995904466*^-6 + 0.*I, 1.0218163870590047*^-6 + 0.*I, 6.223481952005728*^-7 + 0.*I, 6.018399112406314*^-8 + 0.*I, 2.60460542023111*^-9 + 0.*I, 6.619149672815183*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.3215230670503999 + 0.*I, 0.05553342995598954 + 0.*I, 0.04546347600620226 + 0.*I, 0.2577020817152054 + 0.*I, 0.05004681690139457 + 0.*I, 0.003566274694999372 + 0.*I, 0.00013471560258437876 + 0.*I, 3.1723987881093767*^-6 + 0.*I, 5.0651816074775986*^-8 + 0.*I, 1.2445799946192439*^-8 + 0.*I, 1.978344155162404*^-7 + 0.*I, 1.3584285918355476*^-6 + 0.*I, 1.4214809995749533*^-6 + 0.*I, 4.7303596151238025*^-6 + 0.*I, 1.0068792022366324*^-6 + 0.*I, 6.628408044662137*^-7 + 0.*I, 6.629479187836296*^-8 + 0.*I, 2.9554136915521667*^-9 + 0.*I, 7.66053886991358*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
