{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{5.255795798575491*^-10 + 0.*I, 0.9999833305922136 + 0.*I, 0.999983330066595 + 0.*I, 5.255795798575491*^-10 + 0.*I, 5.255795798575491*^-10 + 0.*I, 5.255795798575491*^-10 + 0.*I, 5.255795798575491*^-10 + 0.*I, 5.255795798575491*^-10 + 0.*I, 5.255795798575491*^-10 + 0.*I, 5.255795798575491*^-10 + 0.*I, 5.255795798575491*^-10 + 0.*I, 5.255795798575491*^-10 + 0.*I, 0. + 0.*I, 5.255795798575491*^-10 + 0.*I, 5.255795798575491*^-10 + 0.*I}
{5.28399546340097*^-10 + 0.*I, 0.9999833305770035 + 0.*I, 0.999983330048604 + 0.*I, 5.28399546340097*^-10 + 0.*I, 5.28399546340097*^-10 + 0.*I, 5.28399546340097*^-10 + 0.*I, 5.28399546340097*^-10 + 0.*I, 5.28399546340097*^-10 + 0.*I, 5.28399546340097*^-10 + 0.*I, 5.28399546340097*^-10 + 0.*I, 5.28399546340097*^-10 + 0.*I, 5.28399546340097*^-10 + 0.*I, 0. + 0.*I, 5.28399546340097*^-10 + 0.*I, 5.28399546340097*^-10 + 0.*I}
{5.31397148506585*^-10 + 0.*I, 0.999983330561799 + 0.*I, 0.9999833300303963 + 0.*I, 5.31397148506585*^-10 + 0.*I, 5.31397148506585*^-10 + 0.*I, 5.31397148506585*^-10 + 0.*I, 5.31397148506585*^-10 + 0.*I, 5.31397148506585*^-10 + 0.*I, 5.31397148506585*^-10 + 0.*I, 5.31397148506585*^-10 + 0.*I, 5.31397148506585*^-10 + 0.*I, 5.31397148506585*^-10 + 0.*I, 0. + 0.*I, 5.31397148506585*^-10 + 0.*I, 5.31397148506585*^-10 + 0.*I}
{5.341949105286403*^-10 + 0.*I, 0.999983330546389 + 0.*I, 0.9999833300124051 + 0.*I, 5.341949105286403*^-10 + 0.*I, 5.341949105286403*^-10 + 0.*I, 5.341949105286403*^-10 + 0.*I, 5.341949105286403*^-10 + 0.*I, 5.341949105286403*^-10 + 0.*I, 5.341949105286403*^-10 + 0.*I, 5.341949105286403*^-10 + 0.*I, 5.341949105286403*^-10 + 0.*I, 5.341949105286403*^-10 + 0.*I, 0. + 0.*I, 5.341949105286403*^-10 + 0.*I, 5.341949105286403*^-10 + 0.*I}
{5.370148770111883*^-10 + 0.*I, 0.9999833305309956 + 0.*I, 0.9999833299940032 + 0.*I, 5.370148770111883*^-10 + 0.*I, 5.370148770111883*^-10 + 0.*I, 5.370148770111883*^-10 + 0.*I, 5.370148770111883*^-10 + 0.*I, 5.370148770111883*^-10 + 0.*I, 5.370148770111883*^-10 + 0.*I, 5.370148770111883*^-10 + 0.*I, 5.370148770111883*^-10 + 0.*I, 5.370148770111883*^-10 + 0.*I, 0. + 0.*I, 5.370148770111883*^-10 + 0.*I, 5.370148770111883*^-10 + 0.*I}
{5.400124791776761*^-10 + 0.*I, 0.9999833305157857 + 0.*I, 0.9999833299755957 + 0.*I, 5.400124791776761*^-10 + 0.*I, 5.400124791776761*^-10 + 0.*I, 5.400124791776761*^-10 + 0.*I, 5.400124791776761*^-10 + 0.*I, 5.400124791776761*^-10 + 0.*I, 5.400124791776761*^-10 + 0.*I, 5.400124791776761*^-10 + 0.*I, 5.400124791776761*^-10 + 0.*I, 5.400124791776761*^-10 + 0.*I, 0. + 0.*I, 5.400124791776761*^-10 + 0.*I, 5.400124791776761*^-10 + 0.*I}
{5.42610401055299*^-10 + 0.*I, 0.9999833305002148 + 0.*I, 0.9999833299574046 + 0.*I, 5.42610401055299*^-10 + 0.*I, 5.42610401055299*^-10 + 0.*I, 5.42610401055299*^-10 + 0.*I, 5.42610401055299*^-10 + 0.*I, 5.42610401055299*^-10 + 0.*I, 5.42610401055299*^-10 + 0.*I, 5.42610401055299*^-10 + 0.*I, 5.42610401055299*^-10 + 0.*I, 5.42610401055299*^-10 + 0.*I, 0. + 0.*I, 5.42610401055299*^-10 + 0.*I, 5.42610401055299*^-10 + 0.*I}
{5.45785638905727*^-10 + 0.*I, 0.9999833304848049 + 0.*I, 0.9999833299392137 + 0.*I, 5.45785638905727*^-10 + 0.*I, 5.45785638905727*^-10 + 0.*I, 5.45785638905727*^-10 + 0.*I, 5.45785638905727*^-10 + 0.*I, 5.45785638905727*^-10 + 0.*I, 5.45785638905727*^-10 + 0.*I, 5.45785638905727*^-10 + 0.*I, 5.45785638905727*^-10 + 0.*I, 5.45785638905727*^-10 + 0.*I, 0. + 0.*I, 5.45785638905727*^-10 + 0.*I, 5.45785638905727*^-10 + 0.*I}
{5.490052856771399*^-10 + 0.*I, 0.9999833304698003 + 0.*I, 0.9999833299208006 + 0.*I, 5.490052856771399*^-10 + 0.*I, 5.490052856771399*^-10 + 0.*I, 5.490052856771399*^-10 + 0.*I, 5.490052856771399*^-10 + 0.*I, 5.490052856771399*^-10 + 0.*I, 5.490052856771399*^-10 + 0.*I, 5.490052856771399*^-10 + 0.*I, 5.490052856771399*^-10 + 0.*I, 5.490052856771399*^-10 + 0.*I, 0. + 0.*I, 5.490052856771399*^-10 + 0.*I, 5.490052856771399*^-10 + 0.*I}
{5.518030476991953*^-10 + 0.*I, 0.9999833304545958 + 0.*I, 0.9999833299024041 + 0.*I, 5.518030476991953*^-10 + 0.*I, 5.518030476991953*^-10 + 0.*I, 5.518030476991953*^-10 + 0.*I, 5.518030476991953*^-10 + 0.*I, 5.518030476991953*^-10 + 0.*I, 5.518030476991953*^-10 + 0.*I, 5.518030476991953*^-10 + 0.*I, 5.518030476991953*^-10 + 0.*I, 5.518030476991953*^-10 + 0.*I, 0. + 0.*I, 5.518030476991953*^-10 + 0.*I, 5.518030476991953*^-10 + 0.*I}
{5.546008097212508*^-10 + 0.*I, 0.999983330439197 + 0.*I, 0.999983329884202 + 0.*I, 5.546008097212508*^-10 + 0.*I, 5.546008097212508*^-10 + 0.*I, 5.546008097212508*^-10 + 0.*I, 5.546008097212508*^-10 + 0.*I, 5.546008097212508*^-10 + 0.*I, 5.546008097212508*^-10 + 0.*I, 5.546008097212508*^-10 + 0.*I, 5.546008097212508*^-10 + 0.*I, 5.546008097212508*^-10 + 0.*I, 0. + 0.*I, 5.546008097212508*^-10 + 0.*I, 5.546008097212508*^-10 + 0.*I}
{5.577982520321711*^-10 + 0.*I, 0.9999833304240145 + 0.*I, 0.9999833298661943 + 0.*I, 5.577982520321711*^-10 + 0.*I, 5.577982520321711*^-10 + 0.*I, 5.577982520321711*^-10 + 0.*I, 5.577982520321711*^-10 + 0.*I, 5.577982520321711*^-10 + 0.*I, 5.577982520321711*^-10 + 0.*I, 5.577982520321711*^-10 + 0.*I, 5.577982520321711*^-10 + 0.*I, 5.577982520321711*^-10 + 0.*I, 0. + 0.*I, 5.577982520321711*^-10 + 0.*I, 5.577982520321711*^-10 + 0.*I}
{5.604183783702865*^-10 + 0.*I, 0.999983330408405 + 0.*I, 0.9999833298479921 + 0.*I, 5.604183783702865*^-10 + 0.*I, 5.604183783702865*^-10 + 0.*I, 5.604183783702865*^-10 + 0.*I, 5.604183783702865*^-10 + 0.*I, 5.604183783702865*^-10 + 0.*I, 5.604183783702865*^-10 + 0.*I, 5.604183783702865*^-10 + 0.*I, 5.604183783702865*^-10 + 0.*I, 5.604183783702865*^-10 + 0.*I, 0. + 0.*I, 5.604183783702865*^-10 + 0.*I, 5.604183783702865*^-10 + 0.*I}
{5.631939359318495*^-10 + 0.*I, 0.9999833303930007 + 0.*I, 0.9999833298298012 + 0.*I, 5.631939359318495*^-10 + 0.*I, 5.631939359318495*^-10 + 0.*I, 5.631939359318495*^-10 + 0.*I, 5.631939359318495*^-10 + 0.*I, 5.631939359318495*^-10 + 0.*I, 5.631939359318495*^-10 + 0.*I, 5.631939359318495*^-10 + 0.*I, 5.631939359318495*^-10 + 0.*I, 5.631939359318495*^-10 + 0.*I, 0. + 0.*I, 5.631939359318495*^-10 + 0.*I, 5.631939359318495*^-10 + 0.*I}
{5.661915380983374*^-10 + 0.*I, 0.9999833303778017 + 0.*I, 0.9999833298116102 + 0.*I, 5.661915380983374*^-10 + 0.*I, 5.661915380983374*^-10 + 0.*I, 5.661915380983374*^-10 + 0.*I, 5.661915380983374*^-10 + 0.*I, 5.661915380983374*^-10 + 0.*I, 5.661915380983374*^-10 + 0.*I, 5.661915380983374*^-10 + 0.*I, 5.661915380983374*^-10 + 0.*I, 5.661915380983374*^-10 + 0.*I, 0. + 0.*I, 5.661915380983374*^-10 + 0.*I, 5.661915380983374*^-10 + 0.*I}
{5.691891402648254*^-10 + 0.*I, 0.9999833303621976 + 0.*I, 0.9999833297932081 + 0.*I, 5.691891402648254*^-10 + 0.*I, 5.691891402648254*^-10 + 0.*I, 5.691891402648254*^-10 + 0.*I, 5.691891402648254*^-10 + 0.*I, 5.691891402648254*^-10 + 0.*I, 5.691891402648254*^-10 + 0.*I, 5.691891402648254*^-10 + 0.*I, 5.691891402648254*^-10 + 0.*I, 5.691891402648254*^-10 + 0.*I, 0. + 0.*I, 5.691891402648254*^-10 + 0.*I, 5.691891402648254*^-10 + 0.*I}
