{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.0001004687218086886 + 0.*I, 0.990123291276396 + 0.*I, 0.9901540444145873 + 0.*I, 0.00013103772280587123 + 0.*I, 9.370060283231396*^-10 + 0.*I, 5.59552404411079*^-12 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 8.396669458329544*^-12 + 0.*I, 4.198378114943376*^-12 + 0.*I, 4.409330081760997*^-12 + 0.*I, 4.598145142364634*^-12 + 0.*I}
{0.0001004687218086886 + 0.*I, 0.990123291276396 + 0.*I, 0.9901540444145873 + 0.*I, 0.00013103772280587123 + 0.*I, 9.370060283231396*^-10 + 0.*I, 5.59552404411079*^-12 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 8.396669458329544*^-12 + 0.*I, 4.198378114943376*^-12 + 0.*I, 4.409330081760997*^-12 + 0.*I, 4.598145142364634*^-12 + 0.*I}
{0.0001004687218086886 + 0.*I, 0.990123291276396 + 0.*I, 0.9901540444145873 + 0.*I, 0.00013103772280587123 + 0.*I, 9.370060283231396*^-10 + 0.*I, 5.59552404411079*^-12 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 8.396669458329544*^-12 + 0.*I, 4.198378114943376*^-12 + 0.*I, 4.409330081760997*^-12 + 0.*I, 4.598145142364634*^-12 + 0.*I}
{0.00020663227819905927 + 0.*I, 0.9858677969467879 + 0.*I, 0.9859303597562042 + 0.*I, 0.00026872937899380395 + 0.*I, 4.004818698888358*^-9 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.179533997576295*^-11 + 0.*I, 5.7976197676609575*^-12 + 0.*I, 5.997546666887587*^-12 + 0.*I, 6.408594574457324*^-12 + 0.*I}
{0.00020663227819905927 + 0.*I, 0.9858677969467879 + 0.*I, 0.9859303597562042 + 0.*I, 0.00026872937899380395 + 0.*I, 4.004818698888358*^-9 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.179533997576295*^-11 + 0.*I, 5.7976197676609575*^-12 + 0.*I, 5.997546666887587*^-12 + 0.*I, 6.408594574457324*^-12 + 0.*I}
{0.00020663227819905927 + 0.*I, 0.9858677969467879 + 0.*I, 0.9859303597562042 + 0.*I, 0.00026872937899380395 + 0.*I, 4.004818698888358*^-9 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.179533997576295*^-11 + 0.*I, 5.7976197676609575*^-12 + 0.*I, 5.997546666887587*^-12 + 0.*I, 6.408594574457324*^-12 + 0.*I}
{0.00020663227819905927 + 0.*I, 0.9858677969467879 + 0.*I, 0.9859303597562042 + 0.*I, 0.00026872937899380395 + 0.*I, 4.004818698888358*^-9 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.179533997576295*^-11 + 0.*I, 5.7976197676609575*^-12 + 0.*I, 5.997546666887587*^-12 + 0.*I, 6.408594574457324*^-12 + 0.*I}
{0.00020663227819905927 + 0.*I, 0.9858677969467879 + 0.*I, 0.9859303597562042 + 0.*I, 0.00026872937899380395 + 0.*I, 4.004818698888358*^-9 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.179533997576295*^-11 + 0.*I, 5.7976197676609575*^-12 + 0.*I, 5.997546666887587*^-12 + 0.*I, 6.408594574457324*^-12 + 0.*I}
{0.00020663227819905927 + 0.*I, 0.9858677969467879 + 0.*I, 0.9859303597562042 + 0.*I, 0.00026872937899380395 + 0.*I, 4.004818698888358*^-9 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.179533997576295*^-11 + 0.*I, 5.7976197676609575*^-12 + 0.*I, 5.997546666887587*^-12 + 0.*I, 6.408594574457324*^-12 + 0.*I}
{0.00020663227819905927 + 0.*I, 0.9858677969467879 + 0.*I, 0.9859303597562042 + 0.*I, 0.00026872937899380395 + 0.*I, 4.004818698888358*^-9 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.179533997576295*^-11 + 0.*I, 5.7976197676609575*^-12 + 0.*I, 5.997546666887587*^-12 + 0.*I, 6.408594574457324*^-12 + 0.*I}
{0.00020663227819905927 + 0.*I, 0.9858677969467879 + 0.*I, 0.9859303597562042 + 0.*I, 0.00026872937899380395 + 0.*I, 4.004818698888358*^-9 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.179533997576295*^-11 + 0.*I, 5.7976197676609575*^-12 + 0.*I, 5.997546666887587*^-12 + 0.*I, 6.408594574457324*^-12 + 0.*I}
{0.00020663227819905927 + 0.*I, 0.9858677969467879 + 0.*I, 0.9859303597562042 + 0.*I, 0.00026872937899380395 + 0.*I, 4.004818698888358*^-9 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.179533997576295*^-11 + 0.*I, 5.7976197676609575*^-12 + 0.*I, 5.997546666887587*^-12 + 0.*I, 6.408594574457324*^-12 + 0.*I}
{0.00020663227819905927 + 0.*I, 0.9858677969467879 + 0.*I, 0.9859303597562042 + 0.*I, 0.00026872937899380395 + 0.*I, 4.004818698888358*^-9 + 0.*I, 1.2190248810384219*^-11 + 0.*I, 1.1990408665951692*^-11 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.179533997576295*^-11 + 0.*I, 5.7976197676609575*^-12 + 0.*I, 5.997546666887587*^-12 + 0.*I, 6.408594574457324*^-12 + 0.*I}
{0.0003791250017926018 + 0.*I, 0.980901823811803 + 0.*I, 0.9810151323267846 + 0.*I, 0.0004913902354131139 + 0.*I, 1.3613798977019087*^-8 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 1.900701818158268*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.6004559526422057*^-11 + 0.*I, 7.596875090737014*^-12 + 0.*I, 7.807994442992044*^-12 + 0.*I, 8.196742559006685*^-12 + 0.*I}
{0.0003791250017926018 + 0.*I, 0.980901823811803 + 0.*I, 0.9810151323267846 + 0.*I, 0.0004913902354131139 + 0.*I, 1.3613798977019087*^-8 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 1.900701818158268*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.6004559526422057*^-11 + 0.*I, 7.596875090737014*^-12 + 0.*I, 7.807994442992044*^-12 + 0.*I, 8.196742559006685*^-12 + 0.*I}
{0.0003791250017926018 + 0.*I, 0.980901823811803 + 0.*I, 0.9810151323267846 + 0.*I, 0.0004913902354131139 + 0.*I, 1.3613798977019087*^-8 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 1.900701818158268*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.6004559526422057*^-11 + 0.*I, 7.596875090737014*^-12 + 0.*I, 7.807994442992044*^-12 + 0.*I, 8.196742559006685*^-12 + 0.*I}
{0.0003791250017926018 + 0.*I, 0.980901823811803 + 0.*I, 0.9810151323267846 + 0.*I, 0.0004913902354131139 + 0.*I, 1.3613798977019087*^-8 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 1.900701818158268*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.6004559526422057*^-11 + 0.*I, 7.596875090737014*^-12 + 0.*I, 7.807994442992044*^-12 + 0.*I, 8.196742559006685*^-12 + 0.*I}
{0.0003791250017926018 + 0.*I, 0.980901823811803 + 0.*I, 0.9810151323267846 + 0.*I, 0.0004913902354131139 + 0.*I, 1.3613798977019087*^-8 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 1.900701818158268*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.6004559526422057*^-11 + 0.*I, 7.596875090737014*^-12 + 0.*I, 7.807994442992044*^-12 + 0.*I, 8.196742559006685*^-12 + 0.*I}
{0.0003791250017926018 + 0.*I, 0.980901823811803 + 0.*I, 0.9810151323267846 + 0.*I, 0.0004913902354131139 + 0.*I, 1.3613798977019087*^-8 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 1.900701818158268*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.6004559526422057*^-11 + 0.*I, 7.596875090737014*^-12 + 0.*I, 7.807994442992044*^-12 + 0.*I, 8.196742559006685*^-12 + 0.*I}
{0.0003791250017926018 + 0.*I, 0.980901823811803 + 0.*I, 0.9810151323267846 + 0.*I, 0.0004913902354131139 + 0.*I, 1.3613798977019087*^-8 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 1.900701818158268*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.6004559526422057*^-11 + 0.*I, 7.596875090737014*^-12 + 0.*I, 7.807994442992044*^-12 + 0.*I, 8.196742559006685*^-12 + 0.*I}
{0.0003791250017926018 + 0.*I, 0.980901823811803 + 0.*I, 0.9810151323267846 + 0.*I, 0.0004913902354131139 + 0.*I, 1.3613798977019087*^-8 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 1.900701818158268*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.6004559526422057*^-11 + 0.*I, 7.596875090737014*^-12 + 0.*I, 7.807994442992044*^-12 + 0.*I, 8.196742559006685*^-12 + 0.*I}
{0.0003791250017926018 + 0.*I, 0.980901823811803 + 0.*I, 0.9810151323267846 + 0.*I, 0.0004913902354131139 + 0.*I, 1.3613798977019087*^-8 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 1.900701818158268*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.6004559526422057*^-11 + 0.*I, 7.596875090737014*^-12 + 0.*I, 7.807994442992044*^-12 + 0.*I, 8.196742559006685*^-12 + 0.*I}
{0.0003791250017926018 + 0.*I, 0.980901823811803 + 0.*I, 0.9810151323267846 + 0.*I, 0.0004913902354131139 + 0.*I, 1.3613798977019087*^-8 + 0.*I, 1.7985612998927536*^-11 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 1.900701818158268*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 1.6004559526422057*^-11 + 0.*I, 7.596875090737014*^-12 + 0.*I, 7.807994442992044*^-12 + 0.*I, 8.196742559006685*^-12 + 0.*I}
{0.0006395918205948093 + 0.*I, 0.9752548155923969 + 0.*I, 0.9754431063924096 + 0.*I, 0.0008257546889822721 + 0.*I, 3.914879531663474*^-8 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.34035013590983*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 2.0402950375826705*^-11 + 0.*I, 9.196290284729267*^-12 + 0.*I, 9.407234895243566*^-12 + 0.*I, 9.796157753701846*^-12 + 0.*I}
{0.0006395918205948093 + 0.*I, 0.9752548155923969 + 0.*I, 0.9754431063924096 + 0.*I, 0.0008257546889822721 + 0.*I, 3.914879531663474*^-8 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.34035013590983*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 2.0402950375826705*^-11 + 0.*I, 9.196290284729267*^-12 + 0.*I, 9.407234895243566*^-12 + 0.*I, 9.796157753701846*^-12 + 0.*I}
{0.0006395918205948093 + 0.*I, 0.9752548155923969 + 0.*I, 0.9754431063924096 + 0.*I, 0.0008257546889822721 + 0.*I, 3.914879531663474*^-8 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.34035013590983*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 2.0402950375826705*^-11 + 0.*I, 9.196290284729267*^-12 + 0.*I, 9.407234895243566*^-12 + 0.*I, 9.796157753701846*^-12 + 0.*I}
{0.0006395918205948093 + 0.*I, 0.9752548155923969 + 0.*I, 0.9754431063924096 + 0.*I, 0.0008257546889822721 + 0.*I, 3.914879531663474*^-8 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.34035013590983*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 2.0402950375826705*^-11 + 0.*I, 9.196290284729267*^-12 + 0.*I, 9.407234895243566*^-12 + 0.*I, 9.796157753701846*^-12 + 0.*I}
{0.0006395918205948093 + 0.*I, 0.9752548155923969 + 0.*I, 0.9754431063924096 + 0.*I, 0.0008257546889822721 + 0.*I, 3.914879531663474*^-8 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.34035013590983*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 2.0402950375826705*^-11 + 0.*I, 9.196290284729267*^-12 + 0.*I, 9.407234895243566*^-12 + 0.*I, 9.796157753701846*^-12 + 0.*I}
{0.0006395918205948093 + 0.*I, 0.9752548155923969 + 0.*I, 0.9754431063924096 + 0.*I, 0.0008257546889822721 + 0.*I, 3.914879531663474*^-8 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.34035013590983*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 2.0402950375826705*^-11 + 0.*I, 9.196290284729267*^-12 + 0.*I, 9.407234895243566*^-12 + 0.*I, 9.796157753701846*^-12 + 0.*I}
{0.0006395918205948093 + 0.*I, 0.9752548155923969 + 0.*I, 0.9754431063924096 + 0.*I, 0.0008257546889822721 + 0.*I, 3.914879531663474*^-8 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.34035013590983*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 2.0402950375826705*^-11 + 0.*I, 9.196290284729267*^-12 + 0.*I, 9.407234895243566*^-12 + 0.*I, 9.796157753701846*^-12 + 0.*I}
{0.0006395918205948093 + 0.*I, 0.9752548155923969 + 0.*I, 0.9754431063924096 + 0.*I, 0.0008257546889822721 + 0.*I, 3.914879531663474*^-8 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.34035013590983*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 2.0402950375826705*^-11 + 0.*I, 9.196290284729267*^-12 + 0.*I, 9.407234895243566*^-12 + 0.*I, 9.796157753701846*^-12 + 0.*I}
{0.0006395918205948093 + 0.*I, 0.9752548155923969 + 0.*I, 0.9754431063924096 + 0.*I, 0.0008257546889822721 + 0.*I, 3.914879531663474*^-8 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.34035013590983*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 2.0402950375826705*^-11 + 0.*I, 9.196290284729267*^-12 + 0.*I, 9.407234895243566*^-12 + 0.*I, 9.796157753701846*^-12 + 0.*I}
{0.0006395918205948093 + 0.*I, 0.9752548155923969 + 0.*I, 0.9754431063924096 + 0.*I, 0.0008257546889822721 + 0.*I, 3.914879531663474*^-8 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 2.360334150353083*^-11 + 0.*I, 2.34035013590983*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 2.0402950375826705*^-11 + 0.*I, 9.196290284729267*^-12 + 0.*I, 9.407234895243566*^-12 + 0.*I, 9.796157753701846*^-12 + 0.*I}
{0.0010116312485930479 + 0.*I, 0.9689591404759891 + 0.*I, 0.9692518633845959 + 0.*I, 0.001300328225806169 + 0.*I, 9.903800002319942*^-8 + 0.*I, 2.7799984536613923*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 2.5400861990662773*^-11 + 0.*I, 1.0406955390352875*^-11 + 0.*I, 1.0995545607730337*^-11 + 0.*I, 1.1595413076429735*^-11 + 0.*I}
{0.0010116312485930479 + 0.*I, 0.9689591404759891 + 0.*I, 0.9692518633845959 + 0.*I, 0.001300328225806169 + 0.*I, 9.903800002319942*^-8 + 0.*I, 2.7799984536613923*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 2.5400861990662773*^-11 + 0.*I, 1.0406955390352875*^-11 + 0.*I, 1.0995545607730337*^-11 + 0.*I, 1.1595413076429735*^-11 + 0.*I}
{0.0010116312485930479 + 0.*I, 0.9689591404759891 + 0.*I, 0.9692518633845959 + 0.*I, 0.001300328225806169 + 0.*I, 9.903800002319942*^-8 + 0.*I, 2.7799984536613923*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 2.5400861990662773*^-11 + 0.*I, 1.0406955390352875*^-11 + 0.*I, 1.0995545607730337*^-11 + 0.*I, 1.1595413076429735*^-11 + 0.*I}
{0.0010116312485930479 + 0.*I, 0.9689591404759891 + 0.*I, 0.9692518633845959 + 0.*I, 0.001300328225806169 + 0.*I, 9.903800002319942*^-8 + 0.*I, 2.7799984536613923*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 2.5400861990662773*^-11 + 0.*I, 1.0406955390352875*^-11 + 0.*I, 1.0995545607730337*^-11 + 0.*I, 1.1595413076429735*^-11 + 0.*I}
{0.0010116312485930479 + 0.*I, 0.9689591404759891 + 0.*I, 0.9692518633845959 + 0.*I, 0.001300328225806169 + 0.*I, 9.903800002319942*^-8 + 0.*I, 2.7799984536613923*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 2.5400861990662773*^-11 + 0.*I, 1.0406955390352875*^-11 + 0.*I, 1.0995545607730337*^-11 + 0.*I, 1.1595413076429735*^-11 + 0.*I}
{0.0010116312485930479 + 0.*I, 0.9689591404759891 + 0.*I, 0.9692518633845959 + 0.*I, 0.001300328225806169 + 0.*I, 9.903800002319942*^-8 + 0.*I, 2.7799984536613923*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 2.5400861990662773*^-11 + 0.*I, 1.0406955390352875*^-11 + 0.*I, 1.0995545607730337*^-11 + 0.*I, 1.1595413076429735*^-11 + 0.*I}
{0.0010116312485930479 + 0.*I, 0.9689591404759891 + 0.*I, 0.9692518633845959 + 0.*I, 0.001300328225806169 + 0.*I, 9.903800002319942*^-8 + 0.*I, 2.7799984536613923*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 2.5400861990662773*^-11 + 0.*I, 1.0406955390352875*^-11 + 0.*I, 1.0995545607730337*^-11 + 0.*I, 1.1595413076429735*^-11 + 0.*I}
{0.0010116312485930479 + 0.*I, 0.9689591404759891 + 0.*I, 0.9692518633845959 + 0.*I, 0.001300328225806169 + 0.*I, 9.903800002319942*^-8 + 0.*I, 2.7799984536613923*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 2.5400861990662773*^-11 + 0.*I, 1.0406955390352875*^-11 + 0.*I, 1.0995545607730337*^-11 + 0.*I, 1.1595413076429735*^-11 + 0.*I}
{0.0010116312485930479 + 0.*I, 0.9689591404759891 + 0.*I, 0.9692518633845959 + 0.*I, 0.001300328225806169 + 0.*I, 9.903800002319942*^-8 + 0.*I, 2.7799984536613923*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 2.5400861990662773*^-11 + 0.*I, 1.0406955390352875*^-11 + 0.*I, 1.0995545607730337*^-11 + 0.*I, 1.1595413076429735*^-11 + 0.*I}
{0.0010116312485930479 + 0.*I, 0.9689591404759891 + 0.*I, 0.9692518633845959 + 0.*I, 0.001300328225806169 + 0.*I, 9.903800002319942*^-8 + 0.*I, 2.7799984536613923*^-11 + 0.*I, 2.9198865547641623*^-11 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 2.5400861990662773*^-11 + 0.*I, 1.0406955390352875*^-11 + 0.*I, 1.0995545607730337*^-11 + 0.*I, 1.1595413076429735*^-11 + 0.*I}
{0.001520264482013367 + 0.*I, 0.9620494725298024 + 0.*I, 0.9624808909939998 + 0.*I, 0.0019445225555969614 + 0.*I, 2.2641979402493464*^-7 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 3.0819791163594346*^-11 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.039894726614101*^-11 + 0.*I, 1.180635624983991*^-11 + 0.*I, 1.2195107003416495*^-11 + 0.*I, 1.3205757250340185*^-11 + 0.*I}
{0.001520264482013367 + 0.*I, 0.9620494725298024 + 0.*I, 0.9624808909939998 + 0.*I, 0.0019445225555969614 + 0.*I, 2.2641979402493464*^-7 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 3.0819791163594346*^-11 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.039894726614101*^-11 + 0.*I, 1.180635624983991*^-11 + 0.*I, 1.2195107003416495*^-11 + 0.*I, 1.3205757250340185*^-11 + 0.*I}
{0.001520264482013367 + 0.*I, 0.9620494725298024 + 0.*I, 0.9624808909939998 + 0.*I, 0.0019445225555969614 + 0.*I, 2.2641979402493464*^-7 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 3.0819791163594346*^-11 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.039894726614101*^-11 + 0.*I, 1.180635624983991*^-11 + 0.*I, 1.2195107003416495*^-11 + 0.*I, 1.3205757250340185*^-11 + 0.*I}
{0.001520264482013367 + 0.*I, 0.9620494725298024 + 0.*I, 0.9624808909939998 + 0.*I, 0.0019445225555969614 + 0.*I, 2.2641979402493464*^-7 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 3.0819791163594346*^-11 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.039894726614101*^-11 + 0.*I, 1.180635624983991*^-11 + 0.*I, 1.2195107003416495*^-11 + 0.*I, 1.3205757250340185*^-11 + 0.*I}
{0.001520264482013367 + 0.*I, 0.9620494725298024 + 0.*I, 0.9624808909939998 + 0.*I, 0.0019445225555969614 + 0.*I, 2.2641979402493464*^-7 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 3.0819791163594346*^-11 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.039894726614101*^-11 + 0.*I, 1.180635624983991*^-11 + 0.*I, 1.2195107003416495*^-11 + 0.*I, 1.3205757250340185*^-11 + 0.*I}
{0.001520264482013367 + 0.*I, 0.9620494725298024 + 0.*I, 0.9624808909939998 + 0.*I, 0.0019445225555969614 + 0.*I, 2.2641979402493464*^-7 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 3.0819791163594346*^-11 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.039894726614101*^-11 + 0.*I, 1.180635624983991*^-11 + 0.*I, 1.2195107003416495*^-11 + 0.*I, 1.3205757250340185*^-11 + 0.*I}
{0.001520264482013367 + 0.*I, 0.9620494725298024 + 0.*I, 0.9624808909939998 + 0.*I, 0.0019445225555969614 + 0.*I, 2.2641979402493464*^-7 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 3.0819791163594346*^-11 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.039894726614101*^-11 + 0.*I, 1.180635624983991*^-11 + 0.*I, 1.2195107003416495*^-11 + 0.*I, 1.3205757250340185*^-11 + 0.*I}
{0.001520264482013367 + 0.*I, 0.9620494725298024 + 0.*I, 0.9624808909939998 + 0.*I, 0.0019445225555969614 + 0.*I, 2.2641979402493464*^-7 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 3.0819791163594346*^-11 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.039894726614101*^-11 + 0.*I, 1.180635624983991*^-11 + 0.*I, 1.2195107003416495*^-11 + 0.*I, 1.3205757250340185*^-11 + 0.*I}
{0.001520264482013367 + 0.*I, 0.9620494725298024 + 0.*I, 0.9624808909939998 + 0.*I, 0.0019445225555969614 + 0.*I, 2.2641979402493464*^-7 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 3.0819791163594346*^-11 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.039894726614101*^-11 + 0.*I, 1.180635624983991*^-11 + 0.*I, 1.2195107003416495*^-11 + 0.*I, 1.3205757250340185*^-11 + 0.*I}
{0.001520264482013367 + 0.*I, 0.9620494725298024 + 0.*I, 0.9624808909939998 + 0.*I, 0.0019445225555969614 + 0.*I, 2.2641979402493464*^-7 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 3.0819791163594346*^-11 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 1.9806378759312793*^-11 + 0.*I, 3.039894726614101*^-11 + 0.*I, 1.180635624983991*^-11 + 0.*I, 1.2195107003416495*^-11 + 0.*I, 1.3205757250340185*^-11 + 0.*I}
{0.002191370964998995 + 0.*I, 0.9545621345445898 + 0.*I, 0.9551706171234021 + 0.*I, 0.002787760953193441 + 0.*I, 4.767956029994025*^-7 + 0.*I, 1.4588330543574557*^-11 + 0.*I, 2.9598545836506673*^-11 + 0.*I, 2.97983859809392*^-11 + 0.*I, 2.1205259770340493*^-11 + 0.*I, 3.5996553096034246*^-11 + 0.*I, 1.2606236879681424*^-11 + 0.*I, 1.3194654729276405*^-11 + 0.*I, 1.4394389667316936*^-11 + 0.*I}
